week_start,week_of_year,category,district,season_factor,demand_kg,is_demo_sample
2024-08-19,34,Grains & Pulses,Coimbatore,0.75,2286.1,True
2024-08-19,34,Grains & Pulses,Madurai,0.75,1853.8,True
2024-08-19,34,Grains & Pulses,Chennai,0.75,2354.2,True
2024-08-19,34,Grains & Pulses,Erode,0.75,1568.0,True
2024-08-19,34,Grains & Pulses,Thanjavur,0.75,1821.9,True
2024-08-19,34,Spices & Herbs,Coimbatore,0.75,466.3,True
2024-08-19,34,Spices & Herbs,Madurai,0.75,369.6,True
2024-08-19,34,Spices & Herbs,Chennai,0.75,403.9,True
2024-08-19,34,Spices & Herbs,Erode,0.75,306.9,True
2024-08-19,34,Spices & Herbs,Thanjavur,0.75,400.9,True
2024-08-19,34,Nuts & Oilseeds,Coimbatore,0.75,532.7,True
2024-08-19,34,Nuts & Oilseeds,Madurai,0.75,474.6,True
2024-08-19,34,Nuts & Oilseeds,Chennai,0.75,734.8,True
2024-08-19,34,Nuts & Oilseeds,Erode,0.75,502.0,True
2024-08-19,34,Nuts & Oilseeds,Thanjavur,0.75,558.4,True
2024-08-26,35,Vegetables,Coimbatore,0.73,1053.5,True
2024-08-26,35,Vegetables,Madurai,0.73,1037.1,True
2024-08-26,35,Vegetables,Chennai,0.73,1350.1,True
2024-08-26,35,Vegetables,Erode,0.73,891.9,True
2024-08-26,35,Vegetables,Thanjavur,0.73,1317.9,True
2024-08-26,35,Fruits,Coimbatore,0.73,738.5,True
2024-08-26,35,Fruits,Madurai,0.73,755.2,True
2024-08-26,35,Fruits,Chennai,0.73,1081.8,True
2024-08-26,35,Fruits,Erode,0.73,646.4,True
2024-08-26,35,Fruits,Thanjavur,0.73,862.6,True
2024-08-26,35,Grains & Pulses,Coimbatore,0.73,2170.1,True
2024-08-26,35,Grains & Pulses,Madurai,0.73,1861.2,True
2024-08-26,35,Grains & Pulses,Chennai,0.73,2096.0,True
2024-08-26,35,Grains & Pulses,Erode,0.73,1716.4,True
2024-08-26,35,Grains & Pulses,Thanjavur,0.73,2042.0,True
2024-08-26,35,Spices & Herbs,Coimbatore,0.73,371.0,True
2024-08-26,35,Spices & Herbs,Madurai,0.73,408.5,True
2024-08-26,35,Spices & Herbs,Chennai,0.73,444.0,True
2024-08-26,35,Spices & Herbs,Erode,0.73,285.1,True
2024-08-26,35,Spices & Herbs,Thanjavur,0.73,428.1,True
2024-08-26,35,Nuts & Oilseeds,Coimbatore,0.73,552.2,True
2024-08-26,35,Nuts & Oilseeds,Madurai,0.73,527.9,True
2024-08-26,35,Nuts & Oilseeds,Chennai,0.73,688.9,True
2024-08-26,35,Nuts & Oilseeds,Erode,0.73,541.9,True
2024-08-26,35,Nuts & Oilseeds,Thanjavur,0.73,528.0,True
2024-09-02,36,Vegetables,Coimbatore,0.72,1366.8,True
2024-09-02,36,Vegetables,Madurai,0.72,1003.7,True
2024-09-02,36,Vegetables,Chennai,0.72,1264.8,True
2024-09-02,36,Vegetables,Erode,0.72,991.6,True
2024-09-02,36,Vegetables,Thanjavur,0.72,1140.2,True
2024-09-02,36,Fruits,Coimbatore,0.72,795.3,True
2024-09-02,36,Fruits,Madurai,0.72,689.7,True
2024-09-02,36,Fruits,Chennai,0.72,916.7,True
2024-09-02,36,Fruits,Erode,0.72,694.3,True
2024-09-02,36,Fruits,Thanjavur,0.72,799.9,True
2024-09-02,36,Grains & Pulses,Coimbatore,0.72,2156.4,True
2024-09-02,36,Grains & Pulses,Madurai,0.72,1873.7,True
2024-09-02,36,Grains & Pulses,Chennai,0.72,2209.6,True
2024-09-02,36,Grains & Pulses,Erode,0.72,1649.8,True
2024-09-02,36,Grains & Pulses,Thanjavur,0.72,1559.1,True
2024-09-02,36,Spices & Herbs,Coimbatore,0.72,365.2,True
2024-09-02,36,Spices & Herbs,Madurai,0.72,350.3,True
2024-09-02,36,Spices & Herbs,Chennai,0.72,520.1,True
2024-09-02,36,Spices & Herbs,Erode,0.72,347.8,True
2024-09-02,36,Spices & Herbs,Thanjavur,0.72,328.3,True
2024-09-02,36,Nuts & Oilseeds,Coimbatore,0.72,583.0,True
2024-09-02,36,Nuts & Oilseeds,Madurai,0.72,515.4,True
2024-09-02,36,Nuts & Oilseeds,Chennai,0.72,720.1,True
2024-09-02,36,Nuts & Oilseeds,Erode,0.72,453.1,True
2024-09-02,36,Nuts & Oilseeds,Thanjavur,0.72,480.9,True
2024-09-09,37,Vegetables,Coimbatore,0.71,1240.7,True
2024-09-09,37,Vegetables,Madurai,0.71,1131.4,True
2024-09-09,37,Vegetables,Chennai,0.71,1523.8,True
2024-09-09,37,Vegetables,Erode,0.71,889.4,True
2024-09-09,37,Vegetables,Thanjavur,0.71,1032.5,True
2024-09-09,37,Fruits,Coimbatore,0.71,900.5,True
2024-09-09,37,Fruits,Madurai,0.71,630.1,True
2024-09-09,37,Fruits,Chennai,0.71,840.2,True
2024-09-09,37,Fruits,Erode,0.71,588.6,True
2024-09-09,37,Fruits,Thanjavur,0.71,733.9,True
2024-09-09,37,Grains & Pulses,Coimbatore,0.71,2112.6,True
2024-09-09,37,Grains & Pulses,Madurai,0.71,1642.1,True
2024-09-09,37,Grains & Pulses,Chennai,0.71,2509.7,True
2024-09-09,37,Grains & Pulses,Erode,0.71,1354.4,True
2024-09-09,37,Grains & Pulses,Thanjavur,0.71,1865.5,True
2024-09-09,37,Spices & Herbs,Coimbatore,0.71,362.6,True
2024-09-09,37,Spices & Herbs,Madurai,0.71,301.2,True
2024-09-09,37,Spices & Herbs,Chennai,0.71,438.0,True
2024-09-09,37,Spices & Herbs,Erode,0.71,314.1,True
2024-09-09,37,Spices & Herbs,Thanjavur,0.71,351.9,True
2024-09-09,37,Nuts & Oilseeds,Coimbatore,0.71,607.4,True
2024-09-09,37,Nuts & Oilseeds,Madurai,0.71,574.1,True
2024-09-09,37,Nuts & Oilseeds,Chennai,0.71,652.5,True
2024-09-09,37,Nuts & Oilseeds,Erode,0.71,426.1,True
2024-09-09,37,Nuts & Oilseeds,Thanjavur,0.71,528.9,True
2024-09-16,38,Vegetables,Coimbatore,0.7,1143.4,True
2024-09-16,38,Vegetables,Madurai,0.7,1169.4,True
2024-09-16,38,Vegetables,Chennai,0.7,1273.7,True
2024-09-16,38,Vegetables,Erode,0.7,856.9,True
2024-09-16,38,Vegetables,Thanjavur,0.7,1223.7,True
2024-09-16,38,Fruits,Coimbatore,0.7,707.5,True
2024-09-16,38,Fruits,Madurai,0.7,630.5,True
2024-09-16,38,Fruits,Chennai,0.7,989.1,True
2024-09-16,38,Fruits,Erode,0.7,720.3,True
2024-09-16,38,Fruits,Thanjavur,0.7,798.5,True
2024-09-16,38,Grains & Pulses,Coimbatore,0.7,1772.0,True
2024-09-16,38,Grains & Pulses,Madurai,0.7,1853.3,True
2024-09-16,38,Grains & Pulses,Chennai,0.7,2452.6,True
2024-09-16,38,Grains & Pulses,Erode,0.7,1315.7,True
2024-09-16,38,Grains & Pulses,Thanjavur,0.7,2037.3,True
2024-09-16,38,Spices & Herbs,Coimbatore,0.7,370.9,True
2024-09-16,38,Spices & Herbs,Madurai,0.7,306.3,True
2024-09-16,38,Spices & Herbs,Chennai,0.7,476.1,True
2024-09-16,38,Spices & Herbs,Erode,0.7,323.6,True
2024-09-16,38,Spices & Herbs,Thanjavur,0.7,334.5,True
2024-09-16,38,Nuts & Oilseeds,Coimbatore,0.7,513.4,True
2024-09-16,38,Nuts & Oilseeds,Madurai,0.7,452.9,True
2024-09-16,38,Nuts & Oilseeds,Chennai,0.7,725.1,True
2024-09-16,38,Nuts & Oilseeds,Erode,0.7,426.7,True
2024-09-16,38,Nuts & Oilseeds,Thanjavur,0.7,520.6,True
2024-09-23,39,Vegetables,Coimbatore,0.7,1115.4,True
2024-09-23,39,Vegetables,Madurai,0.7,1069.4,True
2024-09-23,39,Vegetables,Chennai,0.7,1265.5,True
2024-09-23,39,Vegetables,Erode,0.7,1105.9,True
2024-09-23,39,Vegetables,Thanjavur,0.7,1099.1,True
2024-09-23,39,Fruits,Coimbatore,0.7,897.0,True
2024-09-23,39,Fruits,Madurai,0.7,738.3,True
2024-09-23,39,Fruits,Chennai,0.7,821.0,True
2024-09-23,39,Fruits,Erode,0.7,648.9,True
2024-09-23,39,Fruits,Thanjavur,0.7,685.4,True
2024-09-23,39,Grains & Pulses,Coimbatore,0.7,1659.1,True
2024-09-23,39,Grains & Pulses,Madurai,0.7,1461.2,True
2024-09-23,39,Grains & Pulses,Chennai,0.7,2475.1,True
2024-09-23,39,Grains & Pulses,Erode,0.7,1516.7,True
2024-09-23,39,Grains & Pulses,Thanjavur,0.7,1918.1,True
2024-09-23,39,Spices & Herbs,Coimbatore,0.7,410.2,True
2024-09-23,39,Spices & Herbs,Madurai,0.7,397.8,True
2024-09-23,39,Spices & Herbs,Chennai,0.7,425.8,True
2024-09-23,39,Spices & Herbs,Erode,0.7,354.0,True
2024-09-23,39,Spices & Herbs,Thanjavur,0.7,385.2,True
2024-09-23,39,Nuts & Oilseeds,Coimbatore,0.7,495.4,True
2024-09-23,39,Nuts & Oilseeds,Madurai,0.7,511.9,True
2024-09-23,39,Nuts & Oilseeds,Chennai,0.7,651.0,True
2024-09-23,39,Nuts & Oilseeds,Erode,0.7,464.2,True
2024-09-23,39,Nuts & Oilseeds,Thanjavur,0.7,553.5,True
2024-09-30,40,Vegetables,Coimbatore,0.7,1319.5,True
2024-09-30,40,Vegetables,Madurai,0.7,984.1,True
2024-09-30,40,Vegetables,Chennai,0.7,1498.6,True
2024-09-30,40,Vegetables,Erode,0.7,1034.3,True
2024-09-30,40,Vegetables,Thanjavur,0.7,1280.3,True
2024-09-30,40,Fruits,Coimbatore,0.7,889.0,True
2024-09-30,40,Fruits,Madurai,0.7,780.0,True
2024-09-30,40,Fruits,Chennai,0.7,963.7,True
2024-09-30,40,Fruits,Erode,0.7,590.1,True
2024-09-30,40,Fruits,Thanjavur,0.7,655.0,True
2024-09-30,40,Grains & Pulses,Coimbatore,0.7,2122.2,True
2024-09-30,40,Grains & Pulses,Madurai,0.7,1609.6,True
2024-09-30,40,Grains & Pulses,Chennai,0.7,2016.7,True
2024-09-30,40,Grains & Pulses,Erode,0.7,1564.2,True
2024-09-30,40,Grains & Pulses,Thanjavur,0.7,1565.4,True
2024-09-30,40,Spices & Herbs,Coimbatore,0.7,390.9,True
2024-09-30,40,Spices & Herbs,Madurai,0.7,344.5,True
2024-09-30,40,Spices & Herbs,Chennai,0.7,406.0,True
2024-09-30,40,Spices & Herbs,Erode,0.7,272.2,True
2024-09-30,40,Spices & Herbs,Thanjavur,0.7,377.1,True
2024-09-30,40,Nuts & Oilseeds,Coimbatore,0.7,603.2,True
2024-09-30,40,Nuts & Oilseeds,Madurai,0.7,527.2,True
2024-09-30,40,Nuts & Oilseeds,Chennai,0.7,592.6,True
2024-09-30,40,Nuts & Oilseeds,Erode,0.7,418.2,True
2024-09-30,40,Nuts & Oilseeds,Thanjavur,0.7,579.3,True
2024-10-07,41,Vegetables,Coimbatore,0.71,1211.2,True
2024-10-07,41,Vegetables,Madurai,0.71,1106.4,True
2024-10-07,41,Vegetables,Chennai,0.71,1359.1,True
2024-10-07,41,Vegetables,Erode,0.71,872.0,True
2024-10-07,41,Vegetables,Thanjavur,0.71,1263.2,True
2024-10-07,41,Fruits,Coimbatore,0.71,812.4,True
2024-10-07,41,Fruits,Madurai,0.71,700.8,True
2024-10-07,41,Fruits,Chennai,0.71,920.1,True
2024-10-07,41,Fruits,Erode,0.71,625.8,True
2024-10-07,41,Fruits,Thanjavur,0.71,750.0,True
2024-10-07,41,Grains & Pulses,Coimbatore,0.71,1844.5,True
2024-10-07,41,Grains & Pulses,Madurai,0.71,1900.6,True
2024-10-07,41,Grains & Pulses,Chennai,0.71,2114.0,True
2024-10-07,41,Grains & Pulses,Erode,0.71,1727.0,True
2024-10-07,41,Grains & Pulses,Thanjavur,0.71,1566.0,True
2024-10-07,41,Spices & Herbs,Coimbatore,0.71,368.2,True
2024-10-07,41,Spices & Herbs,Madurai,0.71,299.1,True
2024-10-07,41,Spices & Herbs,Chennai,0.71,424.1,True
2024-10-07,41,Spices & Herbs,Erode,0.71,335.1,True
2024-10-07,41,Spices & Herbs,Thanjavur,0.71,318.1,True
2024-10-07,41,Nuts & Oilseeds,Coimbatore,0.71,579.4,True
2024-10-07,41,Nuts & Oilseeds,Madurai,0.71,569.0,True
2024-10-07,41,Nuts & Oilseeds,Chennai,0.71,639.1,True
2024-10-07,41,Nuts & Oilseeds,Erode,0.71,513.4,True
2024-10-07,41,Nuts & Oilseeds,Thanjavur,0.71,532.0,True
2024-10-14,42,Vegetables,Coimbatore,0.72,1212.0,True
2024-10-14,42,Vegetables,Madurai,0.72,1034.1,True
2024-10-14,42,Vegetables,Chennai,0.72,1503.3,True
2024-10-14,42,Vegetables,Erode,0.72,979.7,True
2024-10-14,42,Vegetables,Thanjavur,0.72,1278.9,True
2024-10-14,42,Fruits,Coimbatore,0.72,827.6,True
2024-10-14,42,Fruits,Madurai,0.72,800.8,True
2024-10-14,42,Fruits,Chennai,0.72,1089.2,True
2024-10-14,42,Fruits,Erode,0.72,772.6,True
2024-10-14,42,Fruits,Thanjavur,0.72,724.7,True
2024-10-14,42,Grains & Pulses,Coimbatore,0.72,1984.2,True
2024-10-14,42,Grains & Pulses,Madurai,0.72,1520.6,True
2024-10-14,42,Grains & Pulses,Chennai,0.72,2530.0,True
2024-10-14,42,Grains & Pulses,Erode,0.72,1397.1,True
2024-10-14,42,Grains & Pulses,Thanjavur,0.72,1881.7,True
2024-10-14,42,Spices & Herbs,Coimbatore,0.72,439.6,True
2024-10-14,42,Spices & Herbs,Madurai,0.72,376.9,True
2024-10-14,42,Spices & Herbs,Chennai,0.72,502.8,True
2024-10-14,42,Spices & Herbs,Erode,0.72,323.8,True
2024-10-14,42,Spices & Herbs,Thanjavur,0.72,325.4,True
2024-10-14,42,Nuts & Oilseeds,Coimbatore,0.72,601.4,True
2024-10-14,42,Nuts & Oilseeds,Madurai,0.72,565.8,True
2024-10-14,42,Nuts & Oilseeds,Chennai,0.72,571.5,True
2024-10-14,42,Nuts & Oilseeds,Erode,0.72,494.4,True
2024-10-14,42,Nuts & Oilseeds,Thanjavur,0.72,598.2,True
2024-10-21,43,Vegetables,Coimbatore,0.73,1169.7,True
2024-10-21,43,Vegetables,Madurai,0.73,1213.0,True
2024-10-21,43,Vegetables,Chennai,0.73,1594.9,True
2024-10-21,43,Vegetables,Erode,0.73,897.5,True
2024-10-21,43,Vegetables,Thanjavur,0.73,1020.4,True
2024-10-21,43,Fruits,Coimbatore,0.73,853.4,True
2024-10-21,43,Fruits,Madurai,0.73,881.5,True
2024-10-21,43,Fruits,Chennai,0.73,1069.8,True
2024-10-21,43,Fruits,Erode,0.73,697.1,True
2024-10-21,43,Fruits,Thanjavur,0.73,706.9,True
2024-10-21,43,Grains & Pulses,Coimbatore,0.73,1684.2,True
2024-10-21,43,Grains & Pulses,Madurai,0.73,1550.6,True
2024-10-21,43,Grains & Pulses,Chennai,0.73,2343.6,True
2024-10-21,43,Grains & Pulses,Erode,0.73,1767.3,True
2024-10-21,43,Grains & Pulses,Thanjavur,0.73,2008.9,True
2024-10-21,43,Spices & Herbs,Coimbatore,0.73,425.0,True
2024-10-21,43,Spices & Herbs,Madurai,0.73,347.6,True
2024-10-21,43,Spices & Herbs,Chennai,0.73,470.0,True
2024-10-21,43,Spices & Herbs,Erode,0.73,356.1,True
2024-10-21,43,Spices & Herbs,Thanjavur,0.73,427.5,True
2024-10-21,43,Nuts & Oilseeds,Coimbatore,0.73,607.8,True
2024-10-21,43,Nuts & Oilseeds,Madurai,0.73,467.5,True
2024-10-21,43,Nuts & Oilseeds,Chennai,0.73,576.4,True
2024-10-21,43,Nuts & Oilseeds,Erode,0.73,434.7,True
2024-10-21,43,Nuts & Oilseeds,Thanjavur,0.73,621.6,True
2024-10-28,44,Vegetables,Coimbatore,0.75,1312.2,True
2024-10-28,44,Vegetables,Madurai,0.75,1158.2,True
2024-10-28,44,Vegetables,Chennai,0.75,1355.1,True
2024-10-28,44,Vegetables,Erode,0.75,1108.3,True
2024-10-28,44,Vegetables,Thanjavur,0.75,1295.6,True
2024-10-28,44,Fruits,Coimbatore,0.75,841.4,True
2024-10-28,44,Fruits,Madurai,0.75,805.2,True
2024-10-28,44,Fruits,Chennai,0.75,852.7,True
2024-10-28,44,Fruits,Erode,0.75,638.6,True
2024-10-28,44,Fruits,Thanjavur,0.75,892.4,True
2024-10-28,44,Grains & Pulses,Coimbatore,0.75,1915.6,True
2024-10-28,44,Grains & Pulses,Madurai,0.75,1610.5,True
2024-10-28,44,Grains & Pulses,Chennai,0.75,2491.6,True
2024-10-28,44,Grains & Pulses,Erode,0.75,1785.2,True
2024-10-28,44,Grains & Pulses,Thanjavur,0.75,1627.6,True
2024-10-28,44,Spices & Herbs,Coimbatore,0.75,380.4,True
2024-10-28,44,Spices & Herbs,Madurai,0.75,400.6,True
2024-10-28,44,Spices & Herbs,Chennai,0.75,531.8,True
2024-10-28,44,Spices & Herbs,Erode,0.75,313.7,True
2024-10-28,44,Spices & Herbs,Thanjavur,0.75,410.5,True
2024-10-28,44,Nuts & Oilseeds,Coimbatore,0.75,615.3,True
2024-10-28,44,Nuts & Oilseeds,Madurai,0.75,614.7,True
2024-10-28,44,Nuts & Oilseeds,Chennai,0.75,703.7,True
2024-10-28,44,Nuts & Oilseeds,Erode,0.75,562.5,True
2024-10-28,44,Nuts & Oilseeds,Thanjavur,0.75,635.2,True
2024-11-04,45,Vegetables,Coimbatore,0.78,1258.4,True
2024-11-04,45,Vegetables,Madurai,0.78,1155.6,True
2024-11-04,45,Vegetables,Chennai,0.78,1426.8,True
2024-11-04,45,Vegetables,Erode,0.78,951.6,True
2024-11-04,45,Vegetables,Thanjavur,0.78,1073.2,True
2024-11-04,45,Fruits,Coimbatore,0.78,788.7,True
2024-11-04,45,Fruits,Madurai,0.78,789.5,True
2024-11-04,45,Fruits,Chennai,0.78,938.2,True
2024-11-04,45,Fruits,Erode,0.78,671.6,True
2024-11-04,45,Fruits,Thanjavur,0.78,894.1,True
2024-11-04,45,Grains & Pulses,Coimbatore,0.78,1974.2,True
2024-11-04,45,Grains & Pulses,Madurai,0.78,1815.0,True
2024-11-04,45,Grains & Pulses,Chennai,0.78,2515.9,True
2024-11-04,45,Grains & Pulses,Erode,0.78,1776.9,True
2024-11-04,45,Grains & Pulses,Thanjavur,0.78,2152.3,True
2024-11-04,45,Spices & Herbs,Coimbatore,0.78,396.0,True
2024-11-04,45,Spices & Herbs,Madurai,0.78,329.1,True
2024-11-04,45,Spices & Herbs,Chennai,0.78,508.4,True
2024-11-04,45,Spices & Herbs,Erode,0.78,310.5,True
2024-11-04,45,Spices & Herbs,Thanjavur,0.78,371.5,True
2024-11-04,45,Nuts & Oilseeds,Coimbatore,0.78,686.7,True
2024-11-04,45,Nuts & Oilseeds,Madurai,0.78,576.8,True
2024-11-04,45,Nuts & Oilseeds,Chennai,0.78,697.7,True
2024-11-04,45,Nuts & Oilseeds,Erode,0.78,553.2,True
2024-11-04,45,Nuts & Oilseeds,Thanjavur,0.78,558.9,True
2024-11-11,46,Vegetables,Coimbatore,0.8,1417.6,True
2024-11-11,46,Vegetables,Madurai,0.8,1237.4,True
2024-11-11,46,Vegetables,Chennai,0.8,1731.9,True
2024-11-11,46,Vegetables,Erode,0.8,989.1,True
2024-11-11,46,Vegetables,Thanjavur,0.8,1302.9,True
2024-11-11,46,Fruits,Coimbatore,0.8,881.7,True
2024-11-11,46,Fruits,Madurai,0.8,835.5,True
2024-11-11,46,Fruits,Chennai,0.8,960.3,True
2024-11-11,46,Fruits,Erode,0.8,856.5,True
2024-11-11,46,Fruits,Thanjavur,0.8,917.1,True
2024-11-11,46,Grains & Pulses,Coimbatore,0.8,2178.4,True
2024-11-11,46,Grains & Pulses,Madurai,0.8,1690.3,True
2024-11-11,46,Grains & Pulses,Chennai,0.8,2207.2,True
2024-11-11,46,Grains & Pulses,Erode,0.8,1949.9,True
2024-11-11,46,Grains & Pulses,Thanjavur,0.8,2286.8,True
2024-11-11,46,Spices & Herbs,Coimbatore,0.8,491.3,True
2024-11-11,46,Spices & Herbs,Madurai,0.8,339.0,True
2024-11-11,46,Spices & Herbs,Chennai,0.8,479.8,True
2024-11-11,46,Spices & Herbs,Erode,0.8,365.0,True
2024-11-11,46,Spices & Herbs,Thanjavur,0.8,423.4,True
2024-11-11,46,Nuts & Oilseeds,Coimbatore,0.8,600.0,True
2024-11-11,46,Nuts & Oilseeds,Madurai,0.8,514.3,True
2024-11-11,46,Nuts & Oilseeds,Chennai,0.8,673.0,True
2024-11-11,46,Nuts & Oilseeds,Erode,0.8,529.7,True
2024-11-11,46,Nuts & Oilseeds,Thanjavur,0.8,649.3,True
2024-11-18,47,Vegetables,Coimbatore,0.83,1386.7,True
2024-11-18,47,Vegetables,Madurai,0.83,1207.5,True
2024-11-18,47,Vegetables,Chennai,0.83,1628.8,True
2024-11-18,47,Vegetables,Erode,0.83,1154.0,True
2024-11-18,47,Vegetables,Thanjavur,0.83,1495.9,True
2024-11-18,47,Fruits,Coimbatore,0.83,1060.0,True
2024-11-18,47,Fruits,Madurai,0.83,921.7,True
2024-11-18,47,Fruits,Chennai,0.83,1075.5,True
2024-11-18,47,Fruits,Erode,0.83,696.3,True
2024-11-18,47,Fruits,Thanjavur,0.83,850.6,True
2024-11-18,47,Grains & Pulses,Coimbatore,0.83,2500.8,True
2024-11-18,47,Grains & Pulses,Madurai,0.83,1754.8,True
2024-11-18,47,Grains & Pulses,Chennai,0.83,2566.3,True
2024-11-18,47,Grains & Pulses,Erode,0.83,1712.8,True
2024-11-18,47,Grains & Pulses,Thanjavur,0.83,2136.8,True
2024-11-18,47,Spices & Herbs,Coimbatore,0.83,448.5,True
2024-11-18,47,Spices & Herbs,Madurai,0.83,375.9,True
2024-11-18,47,Spices & Herbs,Chennai,0.83,553.2,True
2024-11-18,47,Spices & Herbs,Erode,0.83,375.8,True
2024-11-18,47,Spices & Herbs,Thanjavur,0.83,375.9,True
2024-11-18,47,Nuts & Oilseeds,Coimbatore,0.83,682.6,True
2024-11-18,47,Nuts & Oilseeds,Madurai,0.83,557.1,True
2024-11-18,47,Nuts & Oilseeds,Chennai,0.83,728.5,True
2024-11-18,47,Nuts & Oilseeds,Erode,0.83,580.7,True
2024-11-18,47,Nuts & Oilseeds,Thanjavur,0.83,645.3,True
2024-11-25,48,Vegetables,Coimbatore,0.86,1588.1,True
2024-11-25,48,Vegetables,Madurai,0.86,1376.7,True
2024-11-25,48,Vegetables,Chennai,0.86,1477.2,True
2024-11-25,48,Vegetables,Erode,0.86,1030.8,True
2024-11-25,48,Vegetables,Thanjavur,0.86,1480.0,True
2024-11-25,48,Fruits,Coimbatore,0.86,1113.9,True
2024-11-25,48,Fruits,Madurai,0.86,1002.3,True
2024-11-25,48,Fruits,Chennai,0.86,1019.8,True
2024-11-25,48,Fruits,Erode,0.86,885.4,True
2024-11-25,48,Fruits,Thanjavur,0.86,948.1,True
2024-11-25,48,Grains & Pulses,Coimbatore,0.86,2574.4,True
2024-11-25,48,Grains & Pulses,Madurai,0.86,1771.7,True
2024-11-25,48,Grains & Pulses,Chennai,0.86,2759.3,True
2024-11-25,48,Grains & Pulses,Erode,0.86,1990.5,True
2024-11-25,48,Grains & Pulses,Thanjavur,0.86,1923.5,True
2024-11-25,48,Spices & Herbs,Coimbatore,0.86,467.0,True
2024-11-25,48,Spices & Herbs,Madurai,0.86,440.8,True
2024-11-25,48,Spices & Herbs,Chennai,0.86,617.6,True
2024-11-25,48,Spices & Herbs,Erode,0.86,380.3,True
2024-11-25,48,Spices & Herbs,Thanjavur,0.86,486.2,True
2024-11-25,48,Nuts & Oilseeds,Coimbatore,0.86,679.4,True
2024-11-25,48,Nuts & Oilseeds,Madurai,0.86,554.2,True
2024-11-25,48,Nuts & Oilseeds,Chennai,0.86,832.3,True
2024-11-25,48,Nuts & Oilseeds,Erode,0.86,606.2,True
2024-11-25,48,Nuts & Oilseeds,Thanjavur,0.86,578.0,True
2024-12-02,49,Vegetables,Coimbatore,0.89,1711.8,True
2024-12-02,49,Vegetables,Madurai,0.89,1237.6,True
2024-12-02,49,Vegetables,Chennai,0.89,1530.9,True
2024-12-02,49,Vegetables,Erode,0.89,1294.9,True
2024-12-02,49,Vegetables,Thanjavur,0.89,1395.7,True
2024-12-02,49,Fruits,Coimbatore,0.89,1035.7,True
2024-12-02,49,Fruits,Madurai,0.89,885.9,True
2024-12-02,49,Fruits,Chennai,0.89,1200.5,True
2024-12-02,49,Fruits,Erode,0.89,944.5,True
2024-12-02,49,Fruits,Thanjavur,0.89,963.6,True
2024-12-02,49,Grains & Pulses,Coimbatore,0.89,2492.7,True
2024-12-02,49,Grains & Pulses,Madurai,0.89,2345.0,True
2024-12-02,49,Grains & Pulses,Chennai,0.89,2894.5,True
2024-12-02,49,Grains & Pulses,Erode,0.89,2228.7,True
2024-12-02,49,Grains & Pulses,Thanjavur,0.89,2194.8,True
2024-12-02,49,Spices & Herbs,Coimbatore,0.89,483.6,True
2024-12-02,49,Spices & Herbs,Madurai,0.89,479.9,True
2024-12-02,49,Spices & Herbs,Chennai,0.89,527.6,True
2024-12-02,49,Spices & Herbs,Erode,0.89,453.0,True
2024-12-02,49,Spices & Herbs,Thanjavur,0.89,446.1,True
2024-12-02,49,Nuts & Oilseeds,Coimbatore,0.89,741.5,True
2024-12-02,49,Nuts & Oilseeds,Madurai,0.89,660.0,True
2024-12-02,49,Nuts & Oilseeds,Chennai,0.89,714.6,True
2024-12-02,49,Nuts & Oilseeds,Erode,0.89,617.3,True
2024-12-02,49,Nuts & Oilseeds,Thanjavur,0.89,747.6,True
2024-12-09,50,Vegetables,Coimbatore,0.93,1550.8,True
2024-12-09,50,Vegetables,Madurai,0.93,1393.2,True
2024-12-09,50,Vegetables,Chennai,0.93,1555.6,True
2024-12-09,50,Vegetables,Erode,0.93,1303.1,True
2024-12-09,50,Vegetables,Thanjavur,0.93,1408.1,True
2024-12-09,50,Fruits,Coimbatore,0.93,1012.2,True
2024-12-09,50,Fruits,Madurai,0.93,1062.2,True
2024-12-09,50,Fruits,Chennai,0.93,1284.0,True
2024-12-09,50,Fruits,Erode,0.93,901.5,True
2024-12-09,50,Fruits,Thanjavur,0.93,1087.6,True
2024-12-09,50,Grains & Pulses,Coimbatore,0.93,2522.4,True
2024-12-09,50,Grains & Pulses,Madurai,0.93,2462.4,True
2024-12-09,50,Grains & Pulses,Chennai,0.93,2703.0,True
2024-12-09,50,Grains & Pulses,Erode,0.93,2196.5,True
2024-12-09,50,Grains & Pulses,Thanjavur,0.93,2263.5,True
2024-12-09,50,Spices & Herbs,Coimbatore,0.93,545.5,True
2024-12-09,50,Spices & Herbs,Madurai,0.93,478.4,True
2024-12-09,50,Spices & Herbs,Chennai,0.93,652.2,True
2024-12-09,50,Spices & Herbs,Erode,0.93,356.4,True
2024-12-09,50,Spices & Herbs,Thanjavur,0.93,504.5,True
2024-12-09,50,Nuts & Oilseeds,Coimbatore,0.93,654.4,True
2024-12-09,50,Nuts & Oilseeds,Madurai,0.93,713.9,True
2024-12-09,50,Nuts & Oilseeds,Chennai,0.93,801.0,True
2024-12-09,50,Nuts & Oilseeds,Erode,0.93,658.7,True
2024-12-09,50,Nuts & Oilseeds,Thanjavur,0.93,705.5,True
2024-12-16,51,Vegetables,Coimbatore,0.96,1585.4,True
2024-12-16,51,Vegetables,Madurai,0.96,1482.7,True
2024-12-16,51,Vegetables,Chennai,0.96,1763.0,True
2024-12-16,51,Vegetables,Erode,0.96,1261.5,True
2024-12-16,51,Vegetables,Thanjavur,0.96,1342.6,True
